Document,Date,Author,Unique Agent Target,Back-likelihood-binarized-by-rule,Back-likelihood,Back-strength,Build-likelihood-binarized-by-rule,Build-likelihood,Build-strength,Bridge-likelihood-binarized-by-rule,Bridge-likelihood,Bridge-strength,Boost-likelihood-binarized-by-rule,Boost-likelihood,Boost-strength,Excite-likelihood-binarized-by-rule,Excite-likelihood,Excite-strength,Engage-likelihood-binarized-by-rule,Engage-likelihood,Engage-strength,Explain-likelihood-binarized-by-rule,Explain-likelihood,Explain-strength,Enhance-likelihood-binarized-by-rule,Enhance-likelihood,Enhance-strength,Neutralize-likelihood-binarized-by-rule,Neutralize-likelihood,Neutralize-strength,Negate-likelihood-binarized-by-rule,Negate-likelihood,Negate-strength,Narrow-likelihood-binarized-by-rule,Narrow-likelihood,Narrow-strength,Neglect-likelihood-binarized-by-rule,Neglect-likelihood,Neglect-strength,Dismay-likelihood-binarized-by-rule,Dismay-likelihood,Dismay-strength,Dismiss-likelihood-binarized-by-rule,Dismiss-likelihood,Dismiss-strength,Distort-likelihood-binarized-by-rule,Distort-likelihood,Distort-strength,Distract-likelihood-binarized-by-rule,Distract-likelihood,Distract-strength,
"RT @INDOPACOM: A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/7dJvglnp33",2022-04-13 01:52:50-04,Amit_Singh4GNE,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-13 01:51:37-04,marine920T,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
"RT @INDOPACOM: A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/7dJvglnp33",2022-04-13 01:41:58-04,prowolf77,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-13 01:38:56-04,eastseanews,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-13 01:31:20-04,DVXz0jpdIDNIzEW,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
"RT @INDOPACOM: A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/7dJvglnp33",2022-04-13 01:27:30-04,fusufuru24,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
RT @USNavyCNO: Great to meet with Chief of the Indonesian Navy Adm. Yudo Margono! We look forward to our continued collaboration through exercises and exchanges in support of a #FreeandOpenIndoPacific #NavalPartnerships @_TNIAL_   Read more   https://t.co/B2ImrYcR6l https://t.co/OB32zbnfw6,2022-04-13 01:26:46-04,DanceTonymor,USNavyCNO,1,1,0.739,0,0.222,0.250,1,0.200,0.100,1,0.407,0.278,1,0.373,0.225,1,1,0.731,0,0.455,0.386,1,1,0.766,0,0,0,0,0,0,1,0.200,0.047,1,0.333,0.333,0,0.053,0.053,0,0.062,0.016,1,0.167,0.042,0,0.167,0.103,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-13 01:22:32-04,tofogfan,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-13 00:56:48-04,VicEthridge,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
"A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/5FqiGrjuTt",2022-04-13 00:45:00-04,IPDefenseForum,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-13 00:35:32-04,Gonzalo_1995_Se,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
"RT @INDOPACOM: A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/7dJvglnp33",2022-04-13 00:31:31-04,JorgePonceCaraz,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
"RT @INDOPACOM: A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/7dJvglnp33",2022-04-13 00:30:41-04,jrlosinger,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-13 00:09:55-04,naossm68,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
"@fiosantis A mí me gustaba el black mamba, queda un poquito más abajo que manuel montt",2022-04-12 15:23:05-04,bocacerrad4,,0,0,0,0,0,0,1,0.200,0.200,0,0,0,0,0.118,0.029,0,0.056,0.056,0,0.273,0.227,0,0,0,0,0,0,0,0,0,1,0.400,0.400,1,0.333,0.333,0,0.053,0.013,0,0.062,0.016,0,0,0,0,0.167,0.167,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 14:19:50-04,patriciajoan_,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"!   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 05:12:35-04,CPA_Cordillera,,0,0,0,0,0.167,0.167,0,0,0,0,0.148,0.167,0,0.255,0.225,0,0.167,0.125,0,0.364,0.159,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
#CordiDayInMetroManila2022  #38thCordilleraDay   #KordilyeraAgkaykaysa  #UnitedNorth2022  #DefendCordilleraPH,2022-04-12 12:08:55-04,CordiDayMM,CordiDayMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.074,1,1,0.639,0,0.455,0.409,1,1,0.731,1,1,0.541,0,0,0,1,0.200,0.194,1,0.667,0.667,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0.081,
Sub-activities:  - KAPIHAN: A Discussion on Destructive Apayao Dams - Art Activity for Children  - Easter Egg Hunting  MORE INFO: https://t.co/rC7kZxFlkg  REGISTER HERE: https://t.co/2x1xb9prGC   #NoToApayaoDams  #LetOurRiversFlowFreely,2022-04-12 12:08:54-04,CordiDayMM,,0,0,0,0,0.222,0.250,1,0.200,0.050,1,0.444,0.194,0,0.235,0.221,0,0.222,0.153,0,0.364,0.273,1,1,0.731,0,0,0,1,0.256,0.096,1,0.200,0.194,1,0.333,0.333,1,0.333,0.202,1,0.250,0.109,0,0,0,1,0.250,0.185,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 10:49:39-04,seriafx,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 09:20:52-04,d4rline,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
Use these hashtags and celebrate with us!  #CordiDayInMetroManila2022 #38thCordilleraDay  #KordilyeraAgkaykaysa  #UnitedNorth2022 #DefendCordilleraPH https://t.co/1xI35zMwJh,2022-04-12 09:06:16-04,CordiDayMM,CordiDayMM,0,0,0,0,0.167,0.083,1,0.200,0.050,1,0.333,0.111,1,0.373,0.167,1,1,0.653,0,0.455,0.318,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.667,0.667,0,0.105,0.066,1,0.125,0.031,1,0.167,0.042,1,0.250,0.063,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 07:38:09-04,pagkabagabag,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 07:01:45-04,liyantamares,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 06:20:44-04,chibivy,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 05:55:23-04,orbitching8,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 05:35:36-04,theyveiverson,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 05:33:23-04,redwyn_z,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
"RT @CPA_Cordillera:     !   !  In these times of social turmoil and injustices, may you remain true to your oath.  Agbiag ti abogado ti umili!  #DefendCordilleraPH #BARExam #BAR2020_21 https://t.co/5Hy8eD3Zzj",2022-04-12 05:30:44-04,akrvitor,CPA_Cordillera,1,1,0.717,0,0.167,0.167,0,0,0,0,0.148,0.167,1,0.314,0.240,1,1,0.681,0,0.455,0.250,1,1,0.700,0,0,0,1,0.077,0.058,1,0.200,2.271e-05,1,0.667,0.667,1,0.193,0.149,1,0.250,0.141,1,0.167,0.125,1,0.250,0.146,
#JapaneseTraditionalCulture  #livingInTheModernNew  #UkiyoeArtist #paintingThePresent #AllHandPainted #Cherryblossoms #dancingInTheAirCherryblossom #CatLovers #shoulderToShoulder #NotDigital #HandPainter @Takahashihide2 https://t.co/kdfpWckFKC,2022-04-12 16:01:03-04,Lani39Lei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.059,0,0.111,0.069,0,0.455,0.341,1,1,0.733,0,0,0,0,0,0,1,0.200,0.200,1,0.667,0.667,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0.083,
Small consistent changes are powerful @IrishEMtrainees @AssocEmergMedIE #shouldertoshoulder https://t.co/aVl4URsao6,2022-04-12 21:32:18-04,littledolldoc,,0,0,0,0,0.167,0.167,1,0.200,0.200,0,0.111,0.111,0,0.118,0.074,0,0.222,0.139,0,0.364,0.205,1,1,0.683,0,0,0,0,0,0,1,0.400,0.400,1,0.667,0.667,0,0.053,0.013,0,0,0,0,0,0,1,0.250,0.250,
@JustCinders Not going anywhere mate… #shouldertoshoulder ❤️ https://t.co/mIaxdc4osI,2022-04-12 05:48:08-04,martinmc1701,,0,0,0,0,0.333,0.125,1,0.400,0.200,1,0.556,0.222,1,0.294,0.088,0,0.333,0.125,0,0.364,0.182,1,1,0.679,0,0,0,1,0.077,0.019,1,0.400,0.300,1,0.333,0.333,1,0.158,0.039,1,0.125,0.031,1,0.167,0.042,1,0.417,0.208,
@StanfordWBBBlog @lexiehulll @WNBA She is so deserving #shouldertoshoulder,2022-04-12 05:10:24-04,modeane,StanfordWBBBlog,1,1,0.686,1,0.500,0.125,1,0.200,0.050,0,0.222,0.056,0,0.176,0.088,1,1,0.657,0,0.455,0.432,0,0.089,0.100,0,0,0,0,0,0,1,0.400,0.250,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,1,0.250,0.125,
"Pleased to welcome the commander of U.S. Pacific Air Forces, Gen. Ken Wilsbach, to the Philippines to meet with @TeamAFP leaders and explore ways to further strengthen our security alliance. #FriendsPartnersAllies #SideBySideAt75 @PACAF https://t.co/oDSrwtlgli",2022-04-12 08:29:00-04,USAmbPH,,0,0,0,1,0.611,0.417,1,0.400,0.100,1,0.481,0.333,1,0.392,0.196,0,0.185,0.144,0,0.394,0.326,1,1,0.786,0,0,0,1,0.077,0.019,1,0.200,0.007,0,0,0,1,0.158,0.079,1,0.125,0.031,0,0,0,1,0.250,0.107,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 23:12:47-04,jhop4749,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 21:34:34-04,AylerDoc,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @USAmbPH: Pleased to welcome the commander of U.S. Pacific Air Forces, Gen. Ken Wilsbach, to the Philippines to meet with @TeamAFP leaders and explore ways to further strengthen our security alliance. #FriendsPartnersAllies #SideBySideAt75 @PACAF https://t.co/oDSrwtlgli",2022-04-12 20:35:19-04,jame83710432,USAmbPH,1,1,0.769,1,0.611,0.417,1,0.400,0.100,1,0.481,0.333,1,0.451,0.211,1,1,0.699,1,0.485,0.417,1,1,0.786,0,0,0,1,0.077,0.019,1,0.200,0.007,0,0,0,1,0.158,0.079,1,0.125,0.031,0,0,0,1,0.250,0.107,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 17:54:37-04,JuweelRana5,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 16:15:25-04,Join_Navy_PR,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 15:34:08-04,JuweelRana5,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 12:56:39-04,Wendigo114,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/0AHhP3pWii",2022-04-12 12:42:00-04,ssgbostic19k,USARPAC,1,1,0.725,1,0.667,0.458,1,0.867,0.400,1,0.481,0.417,1,0.353,0.176,1,1,0.694,1,0.545,0.409,1,1,0.750,0,0,0,1,0.154,0.038,1,0.400,0.100,0,0,0,1,0.211,0.092,1,0.125,0.031,0,0,0,1,0.417,0.167,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 12:21:57-04,sondravet22,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"The , through @StateINL is supporting the  effort to curb substance abuse and to better care for persons with substance use disorder with the launch of a new textbook for use by Philippine academic institutions. #FriendsPartnersAllies https://t.co/W0hAxuFaz9",2022-04-12 11:30:11-04,USEmbassyPH,,0,0,0,0,0.222,0.250,1,0.400,0.300,1,0.370,0.278,0,0.196,0.166,0,0.241,0.199,0,0.273,0.204,1,1,0.833,0,0,0,1,0.231,0.115,1,0.467,0.500,1,0.444,0.500,1,0.211,0.158,1,0.250,0.109,0,0,0,1,0.361,0.375,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 10:34:02-04,BarryRush7987,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 10:29:08-04,ChrisWelber,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 10:10:19-04,oldworldsoul76,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
